person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,pd
22,20796,RENT,1.0,DEBTCONSOLIDATION,D,10775,15.37,1,0.52,Y,2,0.9906758082716051
23,30000,RENT,6.0,EDUCATION,B,10775,10.65,1,0.36,N,4,0.728419802336411
24,36996,MORTGAGE,7.0,PERSONAL,D,7800,,0,0.21,Y,3,0.3737234698726398
24,24000,RENT,0.0,HOMEIMPROVEMENT,D,10750,15.2,1,0.45,Y,2,0.9885321824694303
22,29950,RENT,0.0,HOMEIMPROVEMENT,D,10750,14.11,1,0.36,N,3,0.9871905410338373
21,30067,RENT,5.0,VENTURE,C,10750,12.68,1,0.36,N,3,0.7534795089070179
23,33600,RENT,2.0,DEBTCONSOLIDATION,C,10750,,1,0.32,Y,3,0.7053525681272527
26,36000,RENT,7.0,VENTURE,E,10750,16.0,0,0.3,Y,4,0.7814818955179849
23,37000,OWN,0.0,EDUCATION,A,6000,8.9,0,0.16,N,3,0.013682376416991713
25,39000,RENT,1.0,HOMEIMPROVEMENT,D,10750,14.59,1,0.28,Y,4,0.8969506772626882
23,32000,RENT,4.0,PERSONAL,A,10700,6.03,1,0.33,N,3,0.6613262646000327
26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0,0.22,N,4,0.08257379142399188
25,54000,RENT,7.0,HOMEIMPROVEMENT,C,10700,,1,0.2,Y,2,0.24827118760711994
23,37000,MORTGAGE,3.0,PERSONAL,B,6400,11.71,0,0.17,N,3,0.05195099778457948
26,68000,RENT,4.0,EDUCATION,B,10700,12.42,0,0.16,N,4,0.0910087948820583
25,37000,OWN,0.0,VENTURE,C,10000,15.96,0,0.27,N,3,0.07924451118833033
22,37000,MORTGAGE,7.0,MEDICAL,B,3600,11.71,0,0.1,N,2,0.06810726937508092
26,16800,RENT,,PERSONAL,B,10625,,1,0.63,N,3,0.8212422049533838
22,37000,MORTGAGE,1.0,VENTURE,C,2000,14.27,0,0.05,Y,2,0.03169597843820555
25,24000,RENT,2.0,MEDICAL,A,10625,6.03,1,0.44,N,2,0.8129762111526585
26,37000,MORTGAGE,7.0,EDUCATION,B,8400,10.99,0,0.23,N,4,0.045753118344538
25,37000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,7000,15.62,0,0.19,Y,3,0.507849049990044
23,25000,RENT,0.0,EDUCATION,B,10625,11.71,1,0.42,N,3,0.8009416064319671
22,37000,MORTGAGE,0.0,MEDICAL,A,15000,8.49,0,0.41,N,2,0.44727136853808647
26,30000,RENT,0.0,VENTURE,B,10625,11.71,1,0.35,N,3,0.718982182198909
25,30000,RENT,9.0,DEBTCONSOLIDATION,A,10625,6.99,1,0.35,N,4,0.760564802208969
23,30000,RENT,8.0,EDUCATION,A,10625,6.92,1,0.35,N,2,0.5778199324763876
24,37000,MORTGAGE,3.0,MEDICAL,A,6075,5.99,0,0.16,N,3,0.04492681497666315
24,62467,RENT,0.0,HOMEIMPROVEMENT,A,10625,8.49,0,0.17,N,2,0.11885553951112508
22,31200,RENT,0.0,MEDICAL,C,10600,12.99,1,0.34,N,2,0.9117319598855229
24,33048,RENT,6.0,EDUCATION,C,10600,11.97,1,0.32,Y,3,0.46123541058907636
24,42000,RENT,4.0,PERSONAL,C,10600,13.16,0,0.25,Y,4,0.21530367773177614
25,57700,RENT,2.0,MEDICAL,D,10600,14.91,1,0.18,Y,4,0.7518746282377966
24,37000,MORTGAGE,4.0,MEDICAL,A,4000,,0,0.11,N,4,0.03527733529530936
22,75000,RENT,3.0,EDUCATION,B,10600,10.99,0,0.14,N,3,0.06206233409699913
24,94000,RENT,3.0,PERSONAL,B,10600,12.18,0,0.11,N,4,0.04436339144749806
22,37000,MORTGAGE,6.0,MEDICAL,B,2500,10.37,0,0.07,N,4,0.06888108167423777
25,30000,RENT,3.0,VENTURE,D,10500,16.29,1,0.35,N,2,0.9624515453996806
22,37000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15000,6.54,0,0.41,N,3,0.4274988769750221
25,30600,RENT,,MEDICAL,C,10500,13.35,1,0.34,N,3,0.8998449264286806
22,29000,RENT,2.0,EDUCATION,B,10500,9.99,1,0.36,N,3,0.7698219709334133
25,35220,RENT,2.0,DEBTCONSOLIDATION,A,10500,7.29,0,0.3,N,3,0.3250677760245747
22,37000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,13000,7.88,0,0.35,N,4,0.4319128599332414
22,36000,RENT,6.0,DEBTCONSOLIDATION,B,10500,10.74,0,0.29,N,2,0.45966870119366765
24,37000,RENT,8.0,MEDICAL,D,10500,,0,0.28,N,2,0.8889282823977788
25,39204,RENT,3.0,PERSONAL,F,10500,,0,0.27,Y,4,0.8991801500031273
21,34500,RENT,5.0,EDUCATION,A,10500,8.49,1,0.3,N,3,0.2610287842370767
22,41900,RENT,3.0,EDUCATION,A,10500,8.49,0,0.25,N,2,0.07880572837823863
24,44640,RENT,0.0,VENTURE,B,10500,10.36,0,0.24,N,2,0.12758455896860588
22,45000,RENT,0.0,PERSONAL,A,10500,6.99,0,0.23,N,2,0.11179421763249768
24,37000,MORTGAGE,8.0,VENTURE,B,10000,10.99,0,0.27,N,4,0.07828262735865629
22,49000,RENT,1.0,HOMEIMPROVEMENT,A,10500,9.38,1,0.21,N,2,0.1661458533372884
26,58000,RENT,9.0,PERSONAL,B,10500,11.48,0,0.18,N,2,0.12609735240054643
24,85000,RENT,1.0,VENTURE,A,10500,6.92,0,0.12,N,3,0.02426973520238346
23,43500,RENT,0.0,MEDICAL,C,10450,13.57,0,0.24,N,2,0.36163126492006037
26,37000,MORTGAGE,4.0,VENTURE,A,10400,8.94,0,0.28,N,3,0.04820242595733227
23,37000,MORTGAGE,2.0,EDUCATION,A,10000,7.74,0,0.27,N,3,0.06237693835545085
24,37000,OTHER,2.0,EDUCATION,B,5000,11.58,0,0.14,N,3,0.11151441484334983
24,35004,RENT,9.0,PERSONAL,E,10400,,0,0.3,N,2,0.8579484515880578
23,37000,RENT,1.0,EDUCATION,A,10400,7.66,0,0.28,N,4,0.16778890775736813
22,32400,RENT,2.0,MEDICAL,D,10400,14.84,1,0.32,N,2,0.9509747437330616
25,40000,RENT,6.0,EDUCATION,B,10400,9.91,0,0.26,N,4,0.2506521739261992
22,37000,MORTGAGE,6.0,EDUCATION,B,7500,10.95,0,0.2,N,2,0.04607574846801488
21,40800,RENT,1.0,PERSONAL,A,10400,9.32,0,0.25,N,3,0.11069753152349535
23,41004,RENT,2.0,PERSONAL,B,10400,12.53,0,0.25,N,4,0.18249802949445784
24,37000,MORTGAGE,4.0,MEDICAL,B,25000,10.08,0,0.68,N,2,0.6172473408254974
21,42000,RENT,0.0,DEBTCONSOLIDATION,B,10400,11.49,0,0.25,N,4,0.30374878763162166
23,43500,RENT,2.0,PERSONAL,C,10400,13.49,0,0.24,N,4,0.23609432297876629
24,44000,RENT,4.0,DEBTCONSOLIDATION,B,10400,12.69,0,0.24,N,4,0.28506614890571635
23,51000,RENT,4.0,DEBTCONSOLIDATION,A,10400,,0,0.2,N,2,0.14299639298130556
25,57300,RENT,2.0,PERSONAL,C,10400,11.66,0,0.18,N,4,0.18387041795759626
22,57460,RENT,1.0,EDUCATION,C,10400,13.49,0,0.18,Y,3,0.1577373114737014
23,60000,RENT,3.0,VENTURE,D,10400,14.91,0,0.17,Y,4,0.4750206089800187
25,59000,RENT,9.0,MEDICAL,D,10400,16.29,1,0.18,N,4,0.7345465290884606
22,83252,RENT,4.0,VENTURE,B,10400,12.21,0,0.12,N,3,0.04581980795887364
25,37200,MORTGAGE,,EDUCATION,B,10000,9.91,0,0.27,N,3,0.10896105556300001
25,35280,RENT,3.0,DEBTCONSOLIDATION,C,10375,14.27,1,0.29,Y,4,0.5291451179182739
23,64000,RENT,7.0,EDUCATION,D,10325,12.92,1,0.16,Y,2,0.48910356029264573
23,29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,N,4,0.6751633700802037
21,45000,RENT,3.0,EDUCATION,B,10300,10.59,0,0.23,N,2,0.14647444195587866
26,165000,RENT,10.0,PERSONAL,B,10300,9.91,0,0.06,N,3,0.04936106050840164
26,54996,RENT,1.0,HOMEIMPROVEMENT,A,10250,7.29,0,0.19,N,2,0.1307342566072572
25,60000,RENT,3.0,HOMEIMPROVEMENT,A,10250,6.62,0,0.17,N,4,0.10230484823203369
23,66000,RENT,4.0,DEBTCONSOLIDATION,E,10250,14.38,1,0.16,N,4,0.7709704718849143
24,37200,MORTGAGE,5.0,PERSONAL,A,13000,6.91,0,0.35,N,2,0.25989698103370557
26,37200,MORTGAGE,1.0,PERSONAL,B,6000,10.36,0,0.16,N,2,0.05764086928256454
22,35496,RENT,6.0,VENTURE,D,10200,,0,0.29,Y,3,0.7411588598990286
26,36000,RENT,1.0,PERSONAL,B,10200,12.69,0,0.28,N,4,0.3379840262675796
22,42000,RENT,0.0,PERSONAL,A,3600,7.37,0,0.09,N,3,0.07042588684298638
22,44094,RENT,1.0,VENTURE,A,3600,7.37,0,0.08,N,3,0.046442197778332577
23,45000,RENT,2.0,VENTURE,A,3600,6.03,0,0.08,N,3,0.0435306855227554
23,45000,RENT,3.0,EDUCATION,B,3600,11.49,0,0.08,N,3,0.09474398429675664
24,45000,RENT,0.0,MEDICAL,A,3600,6.91,0,0.08,N,4,0.11277771991715271
22,39600,RENT,4.0,DEBTCONSOLIDATION,D,3600,17.49,1,0.09,Y,3,0.7350599974305252
22,41000,RENT,2.0,DEBTCONSOLIDATION,D,3600,16.77,1,0.09,Y,3,0.7457401818150974
22,37308,MORTGAGE,0.0,PERSONAL,B,8400,9.99,0,0.23,N,4,0.071794987827565
23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,Y,2,0.04757765527560536
23,48000,RENT,8.0,VENTURE,D,3600,16.02,0,0.07,N,2,0.46397182951007643
22,42492,RENT,6.0,DEBTCONSOLIDATION,B,3600,,1,0.08,N,3,0.19735012834434554
25,31417,MORTGAGE,4.0,EDUCATION,B,7000,10.36,1,0.22,N,3,0.09248673691039436
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,Y,2,0.22673272978716508
24,50000,RENT,4.0,DEBTCONSOLIDATION,B,3600,11.36,0,0.07,N,3,0.17304834288689844
21,50350,RENT,3.0,EDUCATION,A,3600,7.88,0,0.07,N,3,0.04253785098366963
25,51300,RENT,9.0,DEBTCONSOLIDATION,A,3600,7.49,0,0.07,N,3,0.08767693766245437
23,54000,RENT,0.0,MEDICAL,B,3600,12.42,0,0.07,N,3,0.17678322613037123
23,54804,RENT,4.0,EDUCATION,D,3600,16.77,0,0.07,Y,4,0.4832277889643315
21,37459,MORTGAGE,6.0,EDUCATION,A,5600,6.92,0,0.15,N,2,0.014693831351029758
23,37460,MORTGAGE,2.0,EDUCATION,C,7125,13.99,0,0.19,N,4,0.06818342213779106
25,55000,RENT,9.0,DEBTCONSOLIDATION,A,3600,8.9,0,0.07,N,3,0.08852074364855493
23,55000,RENT,5.0,PERSONAL,A,3600,5.99,0,0.07,N,3,0.049597270281983616
25,55200,RENT,0.0,HOMEIMPROVEMENT,C,3600,13.98,0,0.07,N,4,0.20146713315730683
25,54000,RENT,1.0,PERSONAL,A,3600,,1,0.07,N,3,0.06075197340420113
23,60000,RENT,4.0,VENTURE,A,3600,7.9,0,0.06,N,2,0.03201444209907327
21,37500,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0,0.32,N,2,0.07279027621821359
22,60000,RENT,,EDUCATION,C,3600,15.27,0,0.06,Y,2,0.1047511383626648
23,60000,RENT,8.0,EDUCATION,B,3600,9.99,0,0.06,N,2,0.06929842618129144
26,37500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.54,0,0.19,N,4,0.054469766094693416
25,60900,RENT,2.0,PERSONAL,A,3600,6.91,0,0.06,N,3,0.05359543025549567
26,63000,RENT,10.0,HOMEIMPROVEMENT,A,3600,6.76,0,0.06,N,4,0.0687670567146404
24,37500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600,8.94,0,0.15,N,4,0.037325399078788846
23,65000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.49,0,0.06,N,2,0.15331465026854987
23,65000,RENT,7.0,MEDICAL,B,3600,10.59,0,0.06,N,3,0.1256792373229948
24,65000,RENT,0.0,EDUCATION,B,3600,10.59,0,0.06,N,2,0.07265810906476394
25,67000,RENT,2.0,VENTURE,B,3600,9.99,0,0.05,N,4,0.04168209110160174
25,51850,RENT,2.0,MEDICAL,C,3600,13.99,1,0.06,N,2,0.22676247245917294
25,37560,OWN,4.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.13,N,3,0.040494067702356404
26,72000,RENT,2.0,VENTURE,B,3600,10.74,0,0.05,N,4,0.04131662541967721
25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,N,4,0.13311942972562246
26,75000,RENT,0.0,HOMEIMPROVEMENT,A,3600,8.94,0,0.05,N,4,0.04994483878147462
22,80000,RENT,5.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,N,3,0.09906484893445043
23,37700,MORTGAGE,4.0,EDUCATION,D,8000,15.62,0,0.21,Y,3,0.35646086814689126
26,84996,RENT,4.0,EDUCATION,B,3600,11.99,0,0.04,N,2,0.045969954739750955
23,31785,MORTGAGE,7.0,MEDICAL,D,6000,14.96,1,0.19,N,2,0.6632009750154296
22,37800,MORTGAGE,7.0,EDUCATION,B,7200,10.99,0,0.19,N,2,0.04578031429511459
22,93000,RENT,1.0,HOMEIMPROVEMENT,D,3600,16.77,1,0.04,Y,3,0.44946165213952954
23,110000,RENT,0.0,PERSONAL,A,3600,,0,0.03,N,3,0.022943588386354463
25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,N,3,0.7045735775152503
25,19800,RENT,9.0,MEDICAL,D,3625,16.29,1,0.18,N,2,0.896009307764767
26,37820,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6300,,0,0.17,N,4,0.041745017240788024
26,24000,RENT,1.0,HOMEIMPROVEMENT,B,3625,11.11,1,0.15,N,4,0.35152592611765165
25,52000,RENT,0.0,HOMEIMPROVEMENT,A,3625,6.54,0,0.07,N,3,0.091000321260971
23,52000,RENT,2.0,PERSONAL,B,3625,10.59,1,0.07,N,2,0.10746259687154906
25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,N,2,0.019985926724269493
24,17496,RENT,,EDUCATION,C,3700,14.22,1,0.21,N,4,0.33407184738798
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8875,7.51,0,0.23,N,2,0.05797425956075665
23,38000,MORTGAGE,5.0,VENTURE,B,4000,12.42,0,0.11,N,3,0.02311243223341938
21,27996,RENT,5.0,EDUCATION,A,3700,8.0,0,0.13,N,3,0.10966456176918132
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,3700,9.25,0,0.1,N,2,0.19601221056446422
24,48000,RENT,,MEDICAL,A,3700,6.99,0,0.08,N,4,0.10299077910465379
23,38000,MORTGAGE,5.0,PERSONAL,A,5400,7.9,0,0.14,N,3,0.020984366581924218
22,60000,RENT,0.0,EDUCATION,B,3700,10.37,0,0.06,N,4,0.08301718384249918
23,75000,RENT,2.0,DEBTCONSOLIDATION,A,3700,6.03,0,0.05,N,2,0.05723513725744821
23,38000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.21,N,3,0.045085648589470714
23,33000,RENT,0.0,DEBTCONSOLIDATION,A,3725,6.54,0,0.11,N,2,0.19313031615979107
23,120000,RENT,3.0,VENTURE,A,3725,8.49,0,0.03,N,2,0.012767993281679126
23,21000,RENT,3.0,DEBTCONSOLIDATION,D,3750,15.65,1,0.18,N,2,0.9060129968195554
21,38000,MORTGAGE,5.0,EDUCATION,C,7000,13.49,0,0.18,Y,3,0.059805873255349785
22,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,4,0.04841923219501616
22,27804,RENT,2.0,MEDICAL,C,3750,13.85,0,0.13,Y,4,0.4468474840475893
24,38000,OWN,2.0,EDUCATION,A,9600,,0,0.25,N,2,0.016820862472833566
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5400,8.9,0,0.14,N,2,0.03312328912156905
22,38000,MORTGAGE,4.0,MEDICAL,A,18000,8.9,0,0.47,N,2,0.4274450991353312
22,11000,RENT,3.0,HOMEIMPROVEMENT,B,3800,8.88,1,0.35,N,4,0.8781655223772782
25,19200,RENT,0.0,DEBTCONSOLIDATION,C,3800,14.35,1,0.2,Y,4,0.5612623219931094
21,25000,RENT,0.0,DEBTCONSOLIDATION,A,3800,8.59,0,0.15,N,2,0.2562780054294909
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,,0,0.11,N,3,0.03638715366097863
23,26400,RENT,7.0,DEBTCONSOLIDATION,A,3800,7.9,0,0.14,N,4,0.20957595161046788
25,30004,RENT,3.0,DEBTCONSOLIDATION,D,3800,14.84,1,0.13,N,2,0.8383925965102561
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,Y,4,0.818122213933543
22,43000,RENT,4.0,EDUCATION,A,3800,6.99,0,0.09,N,4,0.05128165336756583
26,47000,RENT,8.0,PERSONAL,C,3800,13.49,0,0.08,N,3,0.14462211083644483
23,55000,RENT,1.0,MEDICAL,A,3800,6.76,0,0.07,N,4,0.09386632800634762
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,,0,0.13,N,2,0.06336044791736099
23,69000,RENT,4.0,EDUCATION,D,3800,15.28,1,0.06,Y,3,0.4406347244722281
23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0,0.04,Y,4,0.09232866463544011
24,14400,RENT,,MEDICAL,D,3825,,1,0.27,N,2,0.952996847023105
26,26000,RENT,2.0,DEBTCONSOLIDATION,C,3825,14.27,0,0.15,N,4,0.45921821302291593
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,5.42,0,0.22,N,2,0.05799679174519529
23,32000,MORTGAGE,,EDUCATION,B,1000,10.59,1,0.03,N,2,0.04893939042433738
22,28500,RENT,3.0,VENTURE,C,3825,15.96,1,0.13,N,3,0.22130698665779158
22,38000,MORTGAGE,2.0,MEDICAL,B,8000,9.99,0,0.21,N,3,0.11025702436434097
24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,4,0.07846340520524174
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.24,N,4,0.04810636077858593
23,38000,OWN,2.0,VENTURE,C,5000,12.99,0,0.13,N,4,0.02155431164246321
24,32000,RENT,2.0,EDUCATION,C,3850,12.68,0,0.12,Y,4,0.1986999407634676
22,38000,MORTGAGE,6.0,EDUCATION,A,4500,5.79,0,0.12,N,2,0.015260018182478042
23,48500,RENT,5.0,DEBTCONSOLIDATION,A,3850,8.49,0,0.08,N,4,0.10434860607786897
24,38000,MORTGAGE,8.0,PERSONAL,B,5000,10.0,0,0.13,N,3,0.039465817488754
22,26000,RENT,2.0,MEDICAL,A,3900,7.51,0,0.15,N,3,0.23768349222837046
25,38000,MORTGAGE,4.0,PERSONAL,A,6000,5.42,0,0.16,N,2,0.028041854042076576
24,40000,RENT,1.0,EDUCATION,C,3900,12.23,0,0.1,Y,3,0.12817823053063615
25,44500,RENT,0.0,VENTURE,B,3900,10.99,0,0.09,N,2,0.08399502063767912
23,38000,OWN,0.0,VENTURE,B,17500,11.11,0,0.46,N,4,0.22699469901845312
22,45000,RENT,1.0,EDUCATION,A,3950,6.92,0,0.09,N,4,0.05510479403599397
22,12000,RENT,1.0,VENTURE,B,4000,9.76,1,0.33,N,3,0.7650367792775735
22,12600,RENT,2.0,PERSONAL,B,4000,10.37,1,0.32,N,4,0.5467280395750543
22,38000,MORTGAGE,5.0,EDUCATION,B,4200,9.25,0,0.11,N,2,0.03004454898051905
25,32000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2,0.19369128638434283
24,13000,RENT,4.0,PERSONAL,B,4000,9.88,1,0.31,N,2,0.5305882554254505
22,38000,MORTGAGE,5.0,EDUCATION,B,4800,9.99,0,0.13,N,3,0.03307355213313997
25,13000,RENT,2.0,PERSONAL,D,4000,15.65,1,0.31,Y,3,0.9290176416412018
24,13200,RENT,6.0,VENTURE,D,4000,15.65,1,0.3,Y,3,0.8711177020528109
24,13200,RENT,1.0,EDUCATION,A,4000,5.79,1,0.3,N,3,0.32476764104726463
21,13200,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.39,1,0.3,N,3,0.501532260110303
26,14000,RENT,2.0,VENTURE,B,4000,,1,0.29,N,3,0.42310508146154974
22,14400,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.29,1,0.28,N,4,0.4804836556981734
22,38000,MORTGAGE,6.0,MEDICAL,A,4000,6.76,0,0.11,N,2,0.03311143921548661
24,38000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,7.14,0,0.21,N,3,0.05002196385527808
23,14400,RENT,0.0,VENTURE,B,4000,10.74,1,0.28,N,3,0.43166552532870484
21,38000,OWN,5.0,EDUCATION,B,14000,11.12,0,0.37,N,3,0.24300427541634226
24,38000,OWN,0.0,VENTURE,C,8500,13.11,0,0.22,N,2,0.03458898573316047
22,14400,RENT,0.0,VENTURE,D,4000,14.61,1,0.28,N,2,0.8952384794070622
22,14400,RENT,0.0,DEBTCONSOLIDATION,C,4000,10.91,1,0.28,Y,2,0.7553698614378369
25,38000,MORTGAGE,3.0,MEDICAL,B,1500,10.62,0,0.04,N,3,0.055072636857686846
22,15000,RENT,3.0,EDUCATION,B,4000,10.08,1,0.27,N,2,0.4677251351265412
26,32000,MORTGAGE,10.0,MEDICAL,D,15000,15.33,1,0.47,N,3,0.9644251255801334
24,15600,RENT,3.0,MEDICAL,E,4000,16.32,1,0.26,N,2,0.9644402843584962
22,15708,RENT,,HOMEIMPROVEMENT,B,4000,11.12,1,0.25,N,3,0.45157083941706444
22,15996,RENT,3.0,EDUCATION,C,4000,13.35,1,0.25,Y,2,0.3392989910842917
22,16800,RENT,2.0,DEBTCONSOLIDATION,C,4000,14.27,1,0.24,N,4,0.5811777513356379
22,16800,RENT,2.0,PERSONAL,B,4000,10.25,1,0.24,N,4,0.3493106587685373
21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.23,Y,4,0.5713702020952298
24,38000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.42,N,3,0.5566466087451841
22,18000,RENT,6.0,MEDICAL,B,4000,11.49,1,0.22,N,4,0.44211177213271263
24,18000,RENT,0.0,DEBTCONSOLIDATION,B,4000,,1,0.22,N,3,0.504776262536341
23,18000,RENT,5.0,PERSONAL,B,4000,10.99,1,0.22,N,2,0.31786811597584885
24,18000,RENT,2.0,EDUCATION,C,4000,12.87,1,0.22,Y,4,0.3457688171802603
25,18000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.22,Y,4,0.5632513092238428
22,18000,RENT,1.0,EDUCATION,C,4000,10.91,1,0.22,Y,4,0.3605879128707712
23,18720,RENT,2.0,EDUCATION,D,4000,15.62,1,0.21,N,4,0.814552596620666
21,19000,RENT,3.0,EDUCATION,C,4000,14.35,1,0.21,Y,3,0.33748973503841884
25,19200,RENT,6.0,EDUCATION,E,4000,19.03,1,0.21,Y,4,0.8244434253718279
21,38000,OWN,1.0,MEDICAL,A,5000,8.94,0,0.13,N,2,0.025006924139747574
24,19200,RENT,1.0,MEDICAL,C,4000,14.35,1,0.21,Y,4,0.5429376266117436
22,38000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.21,0,0.26,N,3,0.21929043444233706
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,1,0.21,N,3,0.455482335705993
22,38000,MORTGAGE,4.0,VENTURE,D,4000,14.42,0,0.11,Y,2,0.21985893361588488
22,19200,RENT,0.0,VENTURE,B,4000,10.25,1,0.21,N,3,0.251238370689239
25,19404,RENT,0.0,DEBTCONSOLIDATION,A,4000,8.63,1,0.21,N,3,0.3328738792916236
22,38000,MORTGAGE,4.0,MEDICAL,A,1950,7.37,0,0.05,N,3,0.030909167912586282
25,38000,MORTGAGE,1.0,VENTURE,B,18800,,0,0.49,N,3,0.3550947195598955
25,20000,RENT,2.0,VENTURE,A,4000,7.29,0,0.2,N,3,0.1376232934661394
23,20000,RENT,6.0,PERSONAL,C,4000,12.23,0,0.2,Y,2,0.36452392076502754
22,20000,RENT,1.0,EDUCATION,B,4000,11.89,0,0.2,N,3,0.3017441170733154
26,20000,RENT,0.0,PERSONAL,C,4000,13.79,0,0.2,Y,4,0.40500388449064917
22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0,0.2,N,4,0.28836720887630546
26,20004,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.18,0,0.2,N,4,0.47707101290779735
23,20400,RENT,3.0,DEBTCONSOLIDATION,A,4000,8.94,0,0.2,N,4,0.29664886754671566
24,21000,RENT,0.0,EDUCATION,C,4000,13.43,0,0.19,N,2,0.3593966260106409
21,21000,RENT,2.0,DEBTCONSOLIDATION,B,4000,11.86,0,0.19,N,2,0.49835658824353635
26,21000,RENT,0.0,MEDICAL,B,4000,11.36,0,0.19,N,2,0.4742136203062195
26,38004,MORTGAGE,3.0,VENTURE,C,10000,13.35,0,0.26,N,2,0.11097234673480973
24,22000,RENT,0.0,PERSONAL,B,4000,11.36,1,0.18,N,3,0.344879019973395
24,22000,RENT,3.0,MEDICAL,C,4000,13.92,0,0.18,N,3,0.5282396910219536
25,23400,RENT,3.0,MEDICAL,B,4000,12.42,0,0.17,N,3,0.4334509786467106
25,23920,RENT,0.0,MEDICAL,C,4000,14.35,0,0.17,N,2,0.5482229586746488
25,24000,RENT,,PERSONAL,B,4000,11.71,0,0.17,N,3,0.3117261027867783
21,24000,RENT,2.0,MEDICAL,D,4000,14.84,1,0.17,Y,2,0.901910095300457
23,24000,RENT,2.0,DEBTCONSOLIDATION,B,4000,,0,0.17,N,4,0.4676672529334626
25,38014,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,8.49,0,0.26,N,3,0.11611434372156279
24,24000,RENT,2.0,VENTURE,A,4000,8.59,0,0.17,N,3,0.1308809022621428
24,24000,RENT,0.0,VENTURE,B,4000,12.21,0,0.17,N,2,0.2336870243170934
26,38100,MORTGAGE,6.0,VENTURE,A,3900,7.9,0,0.1,N,3,0.012348311177652165
23,24000,RENT,4.0,MEDICAL,C,4000,11.66,0,0.17,N,4,0.5100606654623874
22,38117,MORTGAGE,0.0,PERSONAL,B,13500,11.83,0,0.35,N,4,0.457582456758616
25,24000,RENT,2.0,VENTURE,A,4000,7.75,0,0.17,N,3,0.13077900744818663
23,38160,MORTGAGE,5.0,MEDICAL,B,12000,10.38,0,0.31,N,4,0.20121424818290815
24,24996,RENT,0.0,PERSONAL,B,4000,9.45,0,0.16,N,3,0.33152630983608145
22,25000,RENT,2.0,VENTURE,B,4000,12.69,0,0.16,N,3,0.23803412587828449
23,25000,RENT,,VENTURE,B,4000,11.71,0,0.16,N,4,0.21035973664761798
22,25000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.36,0,0.16,N,2,0.48837934275351974
21,25200,RENT,1.0,PERSONAL,A,4000,8.49,0,0.16,N,4,0.203190174062573
22,32213,MORTGAGE,3.0,MEDICAL,C,8000,13.47,1,0.25,Y,4,0.21965383183942233
22,25200,RENT,1.0,MEDICAL,B,4000,,0,0.16,N,2,0.47562850975190374
25,25200,RENT,,EDUCATION,B,4000,10.25,0,0.16,N,2,0.2604948698163797
